4.27385 0 -9.09845 4.47544 -5.7469 4.50353 -4.09625 -3.27198 5.7213 3.19664 
7.11642 3.88337 5.80001 -9.85694 7.95431 -0.609709 -7.89556 -0.351444 9.75867 -6.35566 
9.74761 -4.79626 -7.6357 8.21665 9.52249 2.92432 1.7583 9.72313 0.632839 -9.26602 
-4.01105 -5.09331 -8.29318 -3.1095 9.38214 -4.04008 -8.60597 -4.71411 2.68794 7.11534 
8.48253 -0.195641 0.998705 4.28254 -0.0525837 -1.04699 -6.32717 2.05185 8.60157 -6.56849 
5.6962 8.34918 -1.36475 8.06049 6.56583 -1.84226 0.984814 -1.67587 -2.11913 -8.38235 
-0.941888 3.86982 -3.47565 0.764936 -9.23968 -4.09351 6.72486 -7.84565 1.19237 -0.587202 
9.26969 -0.325096 9.21716 0.268393 -6.04256 -0.835425 9.2214 -2.36972 -8.78357 7.82297 
1.06178 6.91262 6.17215 9.69703 4.97311 2.73798 -2.14523 -4.04207 -8.9379 5.73565 
-2.42442 0.120216 -0.394535 4.09993 -9.11485 0.365783 -9.99358 7.61001 2.52013 1 
